n,Lambda,Condition,Lambda_2,Covariate Condition
2211,0.0001,2316.5399247067053,0.0001,4529.9070250384575
2218,0.0001,2298.141003840149,0.0001,4530.193792782966
2225,0.0001,2292.1746441125597,0.0001,4530.942190807894
2232,0.0001,2290.0657396849456,0.0001,4530.222656343304
2239,0.0001,2305.7846900462227,0.0001,4529.421859723925
2246,0.0001,2284.6736719678643,0.0001,4530.06864425944
2253,0.0001,2305.854104841061,0.0001,4530.97348025158
2260,0.0001,2313.3201713419926,0.0001,4531.620532290801
2267,0.0001,2332.621585780983,0.0001,4531.6228777874185
2274,0.0001,2285.80431277444,0.0001,4531.126356363181
2281,0.0001,2291.831684984423,0.0001,4531.313902051462
2288,0.0001,2323.261298871778,0.0001,4529.996557258054
2295,0.0001,2312.809222962775,0.0001,4529.163490752512
2302,0.0001,2288.498352830305,0.0001,4527.771357210689
2309,0.0001,2301.941291735464,0.0001,4530.876670691369
2316,0.0001,2313.5682496481786,0.0001,4530.631787748859
2323,0.0001,2285.3505412875234,0.0001,4530.79483785226
2330,0.0001,2289.083856295763,0.0001,4531.105189098375
2337,0.0001,2294.420290326368,0.0001,4531.251222014699
2344,0.0001,2314.2726149808072,0.0001,4531.053727913779
2351,0.0001,2316.7348623463745,0.0001,4529.949388662775
2358,0.0001,2310.4643213520326,0.0001,4531.241654932759
2365,0.0001,2282.4347307094545,0.0001,4530.854281971847
2372,0.0001,2317.484175388231,0.0001,4532.334680348227
2379,0.0001,2298.4411014201564,0.0001,4532.0650065559585
2386,0.0001,2319.012106071621,0.0001,4530.817367238974
2393,0.0001,2318.4283794770363,0.0001,4530.320899261041
2400,0.0001,2290.007405692326,0.0001,4530.594673630471
2407,0.0001,2306.139320642739,0.0001,4529.9112618695535
2414,0.0001,2308.654573670068,0.0001,4530.214527977874
2421,0.0001,2291.3209637195496,0.0001,4530.696671782593
2428,0.0001,2335.1630303763745,0.0001,4529.1255938685335
2435,0.0001,2306.6064551142267,0.0001,4528.182343095217
2442,0.0001,2304.3909863244717,0.0001,4528.306099270409
2449,0.0001,2315.3004399829783,0.0001,4530.069235267508
2456,0.0001,2320.096122102745,0.0001,4530.309808085738
2463,0.0001,2303.782807294765,0.0001,4530.253174273893
2470,0.0001,2317.1731437912895,0.0001,4530.3937860980795
2477,0.0001,2330.933143497896,0.0001,4530.801227710419
2484,0.0001,2341.266089500593,0.0001,4531.047664504577
2491,0.0001,2305.4509279274516,0.0001,4530.49264376794
2498,0.0001,2323.446032465603,0.0001,4531.168941325736
2506,0.0001,2322.3874907745108,0.0001,4530.56903242273
2513,0.0001,2338.9364716664104,0.0001,4531.622000405767
2520,0.0001,2349.5209107341275,0.0001,4531.131819477752
2527,0.0001,2311.3104192204487,0.0001,4531.211961406197
2534,0.0001,2285.906010998249,0.0001,4530.889953424115
2541,0.0001,2309.458191036743,0.0001,4532.024877389736
2548,0.0001,2304.7790050010412,0.0001,4532.909204454947
2555,0.0001,2320.6941211692188,0.0001,4533.433422895484
2562,0.0001,2343.6883323210495,0.0001,4533.473945252393
2569,0.0001,2315.0175651515765,0.0001,4533.94661311046
2576,0.0001,2305.1028883169533,0.0001,4534.420361598829
2583,0.0001,2346.744505598436,0.0001,4533.289538791506
2590,0.0001,2340.732573412147,0.0001,4534.414903958871
2597,0.0001,2316.112883190492,0.0001,4533.277915546872
2604,0.0001,2329.1075670014397,0.0001,4533.930074207889
2611,0.0001,2316.068938401924,0.0001,4533.556782184565
2618,0.0001,2318.5741694455273,0.0001,4533.530818337534
2625,0.0001,2346.498689108944,0.0001,4532.776779513899
2632,0.0001,2324.289815114016,0.0001,4533.7457269466595
2639,0.0001,2314.616210415985,0.0001,4534.68077703513
2646,0.0001,2357.977159132636,0.0001,4533.6727090588865
2653,0.0001,2333.8762969656914,0.0001,4532.977562258897
2660,0.0001,2338.1228859820317,0.0001,4533.395505787795
2667,0.0001,2335.6282744624086,0.0001,4533.578258038705
2674,0.0001,2361.1128972469287,0.0001,4535.832126866577
2681,0.0001,2328.6518979975503,0.0001,4536.447510324547
2688,0.0001,2344.431199326196,0.0001,4535.543539897098
2695,0.0001,2360.3568958517467,0.0001,4535.553491757066
2702,0.0001,2330.6292517118754,0.0001,4535.407084849823
2709,0.0001,2318.981214967878,0.0001,4535.124603680645
2716,0.0001,2332.328092038639,0.0001,4534.193319409469
2723,0.0001,2331.472068099678,0.0001,4535.403369159662
2730,0.0001,2324.56446189522,0.0001,4535.033793425694
2737,0.0001,2348.895279831443,0.0001,4535.414846563209
2744,0.0001,2331.1014664058716,0.0001,4535.081391951731
2751,0.0001,2328.6710854217886,0.0001,4534.928600276638
2758,0.0001,2361.9903437718363,0.0001,4533.549353860163
2765,0.0001,2346.871963063701,0.0001,4533.464397981184
2772,0.0001,2341.4764698580107,0.0001,4533.060287033554
2779,0.0001,2324.0324335877604,0.0001,4532.981978410532
2786,0.0001,2351.7406863436995,0.0001,4532.400764235696
2793,0.0001,2357.402405931985,0.0001,4532.177652488522
2800,0.0001,2360.6409499806377,0.0001,4532.180466081989
2807,0.0001,2349.3321399312395,0.0001,4532.387910813236
2814,0.0001,2359.028091413428,0.0001,4531.346402942056
2821,0.0001,2343.7015511712893,0.0001,4531.839767066597
2828,0.0001,2356.304026017618,0.0001,4531.570851262304
2835,0.0001,2330.6961527365065,0.0001,4531.454015373644
2842,0.0001,2341.569146307824,0.0001,4531.662849293859
2849,0.0001,2331.468994982394,0.0001,4531.510538342622
2856,0.0001,2319.611551191653,0.0001,4531.690185508005
2863,0.0001,2324.7939778141276,0.0001,4533.108851021409
2870,0.0001,2321.682898191103,0.0001,4533.65360582752
2877,0.0001,2318.1297324022607,0.0001,4533.622281836663
2884,0.0001,2312.841891038341,0.0001,4534.506086344188
2891,0.0001,2339.3632529015663,0.0001,4534.120458358969
2898,0.0001,2306.197034679342,0.0001,4534.098609018633
2905,0.0001,2315.090449854331,0.0001,4534.741963677243
2912,0.0001,2295.5240765226463,0.0001,4534.401182993438
2919,0.0001,2316.880196236625,0.0001,4534.610195456211
2926,0.0001,2330.8256293801933,0.0001,4534.284575948218
2933,0.0001,2320.0768550907374,0.0001,4534.687400209765
2940,0.0001,2312.5688237644663,0.0001,4534.558531311283
2947,0.0001,2333.280186162142,0.0001,4534.155769368567
2954,0.0001,2315.4345713365965,0.0001,4533.059430384375
2961,0.0001,2315.437367133497,0.0001,4532.903410026724
2968,0.0001,2295.487739110583,0.0001,4533.034541464645
2975,0.0001,2292.6887804795147,0.0001,4533.779181087842
2982,0.0001,2314.4701528744017,0.0001,4532.788755944812
2989,0.0001,2291.3439946402577,0.0001,4532.862269810758
2996,0.0001,2323.4728345988533,0.0001,4533.634108311809
3004,0.0001,2317.6008456160257,0.0001,4533.029600587492
3011,0.0001,2311.8788082222686,0.0001,4532.392243961893
3018,0.0001,2297.565884401166,0.0001,4531.200909511635
3025,0.0001,2304.7143996714144,0.0001,4531.589579567668
3032,0.0001,2299.719541324718,0.0001,4531.234022671068
3039,0.0001,2301.800336106514,0.0001,4530.705989857432
3046,0.0001,2304.4559906206337,0.0001,4530.723640765597
3053,0.0001,2311.884109705381,0.0001,4530.750202519909
3060,0.0001,2311.978575136952,0.0001,4530.87468783971
3067,0.0001,2306.4606302882003,0.0001,4532.03038634472
3074,0.0001,2336.674420829695,0.0001,4531.550274944877
3081,0.0001,2325.596136950885,0.0001,4531.315356702612
3088,0.0001,2298.8142373117093,0.0001,4530.959996048613
3095,0.0001,2311.14894154922,0.0001,4531.038715667789
3102,0.0001,2303.316588030409,0.0001,4530.637427407627
3109,0.0001,2302.1710162612558,0.0001,4530.169791883228
3116,0.0001,2294.7332421671745,0.0001,4530.052779347599
3123,0.0001,2337.5453459709393,0.0001,4529.506154938361
3130,0.0001,2309.546090042174,0.0001,4529.641166124615
3137,0.0001,2285.4715382926497,0.0001,4528.973620375727
3144,0.0001,2294.832463226674,0.0001,4528.534442435682
3151,0.0001,2293.180196802185,0.0001,4527.60160481024
3158,0.0001,2308.04947250446,0.0001,4527.550626249231
3165,0.0001,2310.838022442324,0.0001,4527.119711095493
3172,0.0001,2320.0848356561014,0.0001,4526.780524749761
3179,0.0001,2284.654191399819,0.0001,4526.277462247038
3186,0.0001,2278.328512239793,0.0001,4526.604871778768
3193,0.0001,2312.3606239107003,0.0001,4526.209130626801
3200,0.0001,2287.5806272984696,0.0001,4526.208053762247
3207,0.0001,2292.9210176312204,0.0001,4525.964609690364
3214,0.0001,2278.8302500305276,0.0001,4525.6591142366815
3221,0.0001,2296.105200004443,0.0001,4525.189062251506
3228,0.0001,2287.963398524771,0.0001,4524.078644113182
3235,0.0001,2285.290845077571,0.0001,4524.929123228791
3242,0.0001,2297.9510607913276,0.0001,4524.872138912785
3249,0.0001,2261.473595155335,0.0001,4524.577740287799
3256,0.0001,2282.717638797858,0.0001,4525.271967688258
3263,0.0001,2287.08499802962,0.0001,4524.994864566991
3270,0.0001,2290.670183933472,0.0001,4524.804702704875
3277,0.0001,2301.7976796910707,0.0001,4524.711878322351
3284,0.0001,2240.772595494413,0.0001,4524.6292679740345
3291,0.0001,2298.587465234106,0.0001,4525.357754435746
3298,0.0001,2276.4999195239916,0.0001,4526.223080613078
3305,0.0001,2293.110753774098,0.0001,4526.057378952671
3312,0.0001,2294.569268618735,0.0001,4525.8759335273035
3319,0.0001,2256.5110397614135,0.0001,4525.82183534225
3326,0.0001,2280.4123028223366,0.0001,4525.645292412881
3333,0.0001,2269.9099919509986,0.0001,4525.724980307932
3340,0.0001,2292.158347541251,0.0001,4526.229551710412
3347,0.0001,2275.4306163873766,0.0001,4525.992237003226
3354,0.0001,2299.1185604278453,0.0001,4526.057224715101
3361,0.0001,2308.2538018673786,0.0001,4526.925495359321
3368,0.0001,2266.2124209963526,0.0001,4527.253391872619
3375,0.0001,2265.167149012603,0.0001,4527.392971502193
3382,0.0001,2283.756729020985,0.0001,4527.576697187801
3389,0.0001,2283.8180679875995,0.0001,4528.092573907104
3396,0.0001,2268.2293559381214,0.0001,4527.264685186007
3403,0.0001,2274.989945674958,0.0001,4527.123262520411
3410,0.0001,2298.1280332168685,0.0001,4527.145478497275
3417,0.0001,2292.3541493202374,0.0001,4527.25091173921
3424,0.0001,2268.009350114053,0.0001,4526.892247060322
3431,0.0001,2269.860438450945,0.0001,4526.87703681156
3438,0.0001,2249.336495763705,0.0001,4527.1913308118355
3445,0.0001,2278.4546568114492,0.0001,4527.078784394133
3452,0.0001,2254.377969191079,0.0001,4526.676814956574
3459,0.0001,2282.2848379737834,0.0001,4526.18099079946
3466,0.0001,2253.0362857208906,0.0001,4525.701573849377
3473,0.0001,2301.703425118476,0.0001,4526.678242421545
3480,0.0001,2260.5873477469904,0.0001,4527.432535362431
3487,0.0001,2285.3759625168746,0.0001,4527.206427315704
3494,0.0001,2270.7734409649183,0.0001,4527.494265677583
3502,0.0001,2290.5977651114295,0.0001,4527.412387245182
3509,0.0001,2268.069729445135,0.0001,4527.648010990702
3516,0.0001,2258.986421881868,0.0001,4526.97349996994
3523,0.0001,2301.9176777268967,0.0001,4527.290440099384
3530,0.0001,2317.4343889075676,0.0001,4528.033341025215
3537,0.0001,2304.875306931271,0.0001,4527.700034968141
3544,0.0001,2294.2109215267187,0.0001,4527.610568024831
3551,0.0001,2298.6076394274883,0.0001,4527.865772402591
3558,0.0001,2307.961726366247,0.0001,4528.502055708878
3565,0.0001,2312.1172927475795,0.0001,4528.901689496206
3572,0.0001,2330.8717812967907,0.0001,4528.40332228087
3579,0.0001,2290.3557800264116,0.0001,4528.296983145861
3586,0.0001,2294.517941105331,0.0001,4527.699519225966
3593,0.0001,2266.3359978362023,0.0001,4527.54203237094
3600,0.0001,2288.6074491067175,0.0001,4527.376361134996
3607,0.0001,2288.8535855332875,0.0001,4527.162706156842
3614,0.0001,2279.1582418677044,0.0001,4526.73223987672
3621,0.0001,2281.2797794627863,0.0001,4526.775335391889
3628,0.0001,2276.132512723737,0.0001,4526.953598013231
3635,0.0001,2275.8064725329955,0.0001,4527.409561785195
3642,0.0001,2283.3094382881322,0.0001,4527.003540462905
3649,0.0001,2291.9839221372113,0.0001,4526.594680741001
3656,0.0001,2288.022971669701,0.0001,4525.774751398173
3663,0.0001,2276.8910489032432,0.0001,4525.26031142733
3670,0.0001,2272.857223905984,0.0001,4525.527160243079
3677,0.0001,2276.9617005871733,0.0001,4525.278547132565
3684,0.0001,2274.206281710082,0.0001,4525.687627096995
3691,0.0001,2285.8188623469205,0.0001,4525.711592152384
3698,0.0001,2271.3818752248862,0.0001,4526.043487232415
3705,0.0001,2281.3625885871766,0.0001,4526.114821827185
3712,0.0001,2257.577199086862,0.0001,4525.7807814976895
3719,0.0001,2284.9306768669726,0.0001,4524.852339612173
3726,0.0001,2303.538948695336,0.0001,4525.468770700682
3733,0.0001,2268.264319335342,0.0001,4524.9662234187535
3740,0.0001,2260.759800504594,0.0001,4524.9604669345035
3747,0.0001,2293.6740691872956,0.0001,4524.460939689817
3754,0.0001,2266.214116908262,0.0001,4524.556140911517
3761,0.0001,2282.498062171617,0.0001,4524.419809650001
3768,0.0001,2283.7307824287254,0.0001,4524.325325866858
3775,0.0001,2284.4274279684023,0.0001,4523.875726944137
3782,0.0001,2284.4617117604093,0.0001,4523.564115027978
3789,0.0001,2305.16358581504,0.0001,4523.495973307302
3796,0.0001,2279.504618974569,0.0001,4523.29384687927
3803,0.0001,2287.640467367074,0.0001,4523.105369563789
3810,0.0001,2283.62356265668,0.0001,4522.744635578007
