n,Lambda,Condition,Lambda_2,Covariate Condition
1930,0.0005,465.08958514536744,0.000625,725.2116875975108
1937,0.0005,463.86692762785674,0.001,453.6399238843033
1944,0.0005,459.3439222540083,0.000625,725.2964081158419
1951,0.0005,464.27675762726113,0.0005,906.1512991721903
1958,0.0005,458.55899319269946,0.00075,604.4038143373485
1965,0.0005,458.10330708558905,0.0005,906.2469430235047
1972,0.0005,463.0187603425459,0.001,453.651672599019
1979,0.0005,464.9102282579095,0.0005,906.2233931982444
1986,0.0005,458.6185667905109,0.0005,906.069916061283
1993,0.0005,460.80105296068075,0.0005,905.8640702464891
2001,0.0005,468.6109060735806,0.001,453.45135789626033
2008,0.0005,468.35628612478774,0.00075,604.3330987025984
2015,0.0005,465.0811210134711,0.000625,725.0168438635287
2022,0.0005,465.7599528277742,0.000875,518.2370548434111
2029,0.0005,468.0546993764055,0.0005,906.389170129467
2036,0.0005,463.0351113115576,0.0005,906.6056041834885
2043,0.0005,463.3890139896136,0.0005,906.5077794588743
2050,0.0005,464.759598907256,0.00075,604.7752081640883
2057,0.0005,469.4187457922425,0.0005,906.8202779525295
2064,0.0005,463.0514571924419,0.0005,906.9166420706961
2071,0.0005,463.32482367648134,0.000875,518.7850727071201
2078,0.0005,463.4144818721034,0.0005,907.2482596025737
2085,0.0005,462.69974083713413,0.0005,907.0986913239179
2092,0.0005,462.84502070303716,0.00075,605.1213336986361
2099,0.0005,460.61868060520567,0.00075,605.1724070924163
2106,0.0005,461.81442054693855,0.000875,518.7110092960531
2113,0.0005,472.2089375426245,0.0005,907.0866657952332
2120,0.0005,467.4042447501475,0.000625,725.7797449817999
2127,0.0005,461.66498073307116,0.000875,518.7017407056786
2134,0.0005,465.44514842495744,0.0005,906.7818688637764
2141,0.0005,470.502149885757,0.000625,725.6052182912649
2148,0.0005,466.8768852233672,0.0005,906.6428034581621
2155,0.0005,462.25272249874297,0.00075,604.6423791005923
2162,0.0005,461.19114953419705,0.0005,906.5276929887525
2169,0.0005,463.4411624942329,0.000625,725.5408049240143
2176,0.0005,456.7289702189567,0.0005,907.0760912965193
2183,0.0005,465.08084515346206,0.00075,604.9487156925114
2190,0.0005,461.1255353879762,0.000625,725.7292102184554
2197,0.0005,459.09727195142807,0.00075,604.8943613752741
2204,0.0005,465.11102720772493,0.00075,604.8240414023531
2211,0.0005,464.10798494122923,0.0005,906.7814050052257
2218,0.0005,460.4282007680325,0.000875,518.62214774556
2225,0.0005,459.2349288225143,0.0005,906.9884381600494
2232,0.0005,458.81314793699966,0.0005,906.8445312670013
2239,0.0005,461.95693800924823,0.0005,906.6843719430487
2246,0.0005,457.7347343935792,0.0005,906.8137288504081
2253,0.0005,461.97082096821885,0.000625,725.7957568376708
2260,0.0005,463.46403426839925,0.000875,518.7852036892908
2267,0.0005,467.3243171561962,0.000625,725.8996604444915
2274,0.0005,457.9608625548659,0.0005,907.0252712710302
2281,0.0005,459.16633699688623,0.0005,907.0627804082575
2288,0.0005,465.45225977435564,0.0005,906.7993114497677
2295,0.0005,463.36184459255634,0.000625,725.5061585191294
2302,0.0005,458.49967056600525,0.0005,906.3542714403515
2309,0.0005,461.18825834709475,0.00075,604.9835560905677
2316,0.0005,463.5136499296622,0.000625,725.7410860380633
2323,0.0005,457.87010825749667,0.0005,906.9589675687497
2330,0.0005,458.6167712591649,0.00075,605.0140252119047
2337,0.0005,459.6840580652741,0.0005,907.0502444010733
2344,0.0005,463.6545229961627,0.0005,907.0107455811278
2351,0.0005,464.1469724692303,0.0005,906.789877730881
2358,0.0005,462.89286427039036,0.0005,907.0483309849541
2365,0.0005,457.2869461418921,0.0005,906.9708563932202
2372,0.0005,464.2968350776434,0.000625,726.0135488542297
2379,0.0005,460.48822028403043,0.0005,907.2130013090987
2386,0.0005,464.60242121432566,0.00075,604.9756489640911
2393,0.0005,464.48567589539334,0.0005,906.8641798503415
2400,0.0005,458.8014811384667,0.0005,906.918934724554
2407,0.0005,462.02786412854766,0.000625,725.6258018977004
2414,0.0005,462.5309147340143,0.000625,725.6743244744395
2421,0.0005,459.0641927438603,0.0005,906.9393343547389
2428,0.0005,467.8326060752422,0.00075,604.7500791808958
2435,0.0005,462.1212910228349,0.0005,906.4364686168642
2442,0.0005,461.6781972648714,0.000625,725.3689758811755
2449,0.0005,463.8600879965948,0.0005,906.8138470516245
2456,0.0005,464.8192244205462,0.0005,906.8619616158136
2463,0.0005,461.55656145893283,0.0005,906.8506348528773
2470,0.0005,464.23462875825857,0.0005,906.8787572177607
2477,0.0005,466.98662869957616,0.000625,725.7681964322343
2484,0.0005,469.05321790008253,0.0005,907.0095328993391
2491,0.0005,461.89018558548554,0.0005,906.8985287526112
2498,0.0005,465.48920649302687,0.0005,907.0337882629957
2506,0.0005,465.2774981549007,0.000625,725.7310451865277
2513,0.0005,468.58729433324186,0.000625,725.8995200632644
2520,0.0005,470.7041821468119,0.000625,725.8210911152288
2527,0.0005,463.0620838440823,0.0005,907.0423922795827
2534,0.0005,457.98120219961385,0.000625,725.7823925467211
2541,0.0005,462.6916382073472,0.000625,725.963980380617
2548,0.0005,461.7558010001616,0.000625,726.1054727112037
2555,0.0005,464.93882423382854,0.0005,907.4866845776352
2562,0.0005,469.53766646415016,0.0005,907.4947890492584
2569,0.0005,463.803513030303,0.0005,907.5893226206558
2576,0.0005,461.82057766334606,0.00075,605.4560482120495
2583,0.0005,470.1489011196864,0.0005,907.4579077559968
2590,0.0005,468.9465146824085,0.0005,907.6829807905381
2597,0.0005,464.02257663809667,0.0005,907.4555831075603
2604,0.0005,466.62151340027395,0.0005,907.5860148392657
2611,0.0005,464.01378768036926,0.0005,907.5113564352949
2618,0.0005,464.5148338890998,0.0005,907.5061636652586
2625,0.0005,470.09973782159716,0.0005,907.3553559008263
2632,0.0005,465.65796302280273,0.00075,605.366096924976
2639,0.0005,463.72324208320066,0.00075,605.4907702702432
2646,0.0005,472.3954318264561,0.0005,907.5345418101276
2653,0.0005,467.57525939308385,0.0005,907.395512450656
2660,0.0005,468.42457719637804,0.0005,907.4791011560307
2667,0.0005,467.9256548924109,0.0005,907.5156516063788
2674,0.0005,473.0225794493639,0.00075,605.644283581276
2681,0.0005,466.5303795994541,0.0005,908.0895020636704
2688,0.0005,469.68623986520396,0.0005,907.9087079778712
2695,0.0005,472.8713791703277,0.0005,907.9106983498689
2702,0.0005,466.925850342336,0.0005,907.8814169679314
2709,0.0005,464.5962429935656,0.0005,907.8249207341547
2716,0.0005,467.26561840772206,0.0005,907.6386638800002
2723,0.0005,467.0944136198876,0.0005,907.8806738306793
2730,0.0005,465.71289237902374,0.000625,726.4454069470465
2737,0.0005,470.5790559659562,0.00075,605.5886462069935
2744,0.0005,467.0202932811264,0.000625,726.4530227107928
2751,0.0005,466.53421708434155,0.0005,907.7857200536853
2758,0.0005,473.1980687543633,0.0005,907.5098707706685
2765,0.0005,470.1743926126089,0.0005,907.4928795944916
2772,0.0005,469.09529397148447,0.0005,907.4120574048874
2779,0.0005,465.60648671754467,0.0005,907.3963956801659
2786,0.0005,471.1481372687141,0.000625,726.0241222754647
2793,0.0005,472.2804811863428,0.000625,725.9884243965638
2800,0.0005,472.928189996107,0.0005,907.2360932145548
2807,0.0005,470.6664279862209,0.0005,907.2775821605959
2814,0.0005,472.6056182825792,0.000625,725.8554244693686
2821,0.0005,469.5403102342359,0.0005,907.1679534117956
2828,0.0005,472.06080520348024,0.000625,725.8913362005788
2835,0.0005,466.9392305472316,0.0005,907.0908030730981
2842,0.0005,469.1138292615337,0.0005,907.1325698565543
2849,0.0005,467.0937989964709,0.000625,725.8816861335729
2856,0.0005,464.7223102382596,0.0005,907.1380370996887
2863,0.0005,465.7587955626855,0.0005,907.421770202212
2870,0.0005,465.1365796380705,0.0005,907.5307211637497
2877,0.0005,464.4259464804493,0.0005,907.5244563659879
2884,0.0005,463.36837820764714,0.0005,907.701217266696
2891,0.0005,468.67265058030654,0.0005,907.624091670318
2898,0.0005,462.0394069358592,0.0005,907.6197218022963
2905,0.0005,463.8180899708561,0.000625,726.3987141867455
2912,0.0005,459.9048153044611,0.0005,907.6802365968742
2919,0.0005,464.1760392473007,0.000625,726.3776312699908
2926,0.0005,466.96512587594765,0.0005,907.6569151884054
2933,0.0005,464.81537101814484,0.0005,907.737480039921
2940,0.0005,463.31376475287,0.0005,907.7117062605471
2947,0.0005,467.4560372324187,0.0005,907.6311538721718
2954,0.0005,463.88691426720317,0.000625,726.1295088601032
2961,0.0005,463.8874734266183,0.0005,907.3806820033745
2968,0.0005,459.8975478220184,0.0005,907.4069082905114
2975,0.0005,459.33775609581477,0.000625,726.2446689723505
2982,0.0005,463.69403057487193,0.0005,907.3577511871442
2989,0.0005,459.06879892800384,0.0005,907.3724539605994
2996,0.0005,465.49456691974115,0.000625,726.2214573281344
3004,0.0005,464.3201691231984,0.0005,907.4059201156405
3011,0.0005,463.1757616444043,0.000625,726.0227590326925
3018,0.0005,460.31317688017225,0.0005,907.0401819009511
3025,0.0005,461.74287993420995,0.0005,907.1179159120022
3032,0.0005,460.7439082649175,0.0005,907.0468045319913
3039,0.0005,461.1600672212183,0.00075,604.9607986466218
3046,0.0005,461.69119812400305,0.0005,906.9447281515894
3053,0.0005,463.17682194101775,0.0005,906.9500405023457
3060,0.0005,463.19571502732236,0.0005,906.9749375668794
3067,0.0005,462.09212605752765,0.0005,907.2060772666827
3074,0.0005,468.1348841659335,0.0005,907.1100549871468
3081,0.0005,465.9192273900197,0.0005,907.0630713384749
3088,0.0005,460.56284746220547,0.0005,906.9919992079683
3095,0.0005,463.02978830975684,0.0005,907.007743131877
3102,0.0005,461.4633176060182,0.0005,906.9274854798707
3109,0.0005,461.2342032522207,0.0005,906.8339583751398
3116,0.0005,459.74664843334256,0.0005,906.8105558680447
3123,0.0005,468.3090691941705,0.0005,906.7012309861449
3130,0.0005,462.7092180083865,0.0005,906.7282332236164
3137,0.0005,457.8943076584329,0.0005,906.5947240730637
3144,0.0005,459.7664926452885,0.000625,725.4055107883706
3151,0.0005,459.4360393603564,0.000625,725.2562567683817
3158,0.0005,462.409894500863,0.0005,906.310125247862
3165,0.0005,462.9676044884373,0.0005,906.2239422177499
3172,0.0005,464.81696713117765,0.0005,906.1561049484045
3179,0.0005,457.73083827989797,0.0005,906.0554924469093
3186,0.0005,456.46570244776564,0.0005,906.1209743541215
3193,0.0005,463.27212478208537,0.0005,906.0418261243258
3200,0.0005,458.31612545964646,0.0005,906.0416107504868
3207,0.0005,459.38420352620466,0.0005,905.9929219365237
3214,0.0005,456.5660500059709,0.0005,905.9318228448325
3221,0.0005,460.0210400008432,0.0005,905.8378124481548
3228,0.0005,458.39267970487515,0.0005,905.6157288210876
3235,0.0005,457.85816901549447,0.0005,905.7858246446611
3242,0.0005,460.3902121581852,0.0005,905.7744277807257
3249,0.0005,453.0947190310441,0.0005,905.7155480559433
3256,0.0005,457.3435277595119,0.0005,905.8543935358172
3263,0.0005,458.2169996059064,0.0005,905.7989729116232
3270,0.0005,458.9340367865939,0.0005,905.7609405392537
3277,0.0005,461.15953593808763,0.0005,905.7423756628117
3284,0.0005,448.95451909882917,0.0005,905.725853593262
3291,0.0005,460.51749304667914,0.000625,724.8972407077475
3298,0.0005,456.0999839047683,0.0005,906.0446161208334
3305,0.0005,459.4221507548,0.0005,906.0114757882716
3312,0.0005,459.7138537237009,0.0005,905.975186703792
3319,0.0005,452.10220795224944,0.0005,905.9643670669528
3326,0.0005,456.88246056440414,0.0005,905.9290584799777
3333,0.0005,454.7819983900765,0.0005,905.944996060054
3340,0.0005,459.2316695080814,0.0005,906.0459103402194
3347,0.0005,455.88612327725974,0.0005,905.998447399136
3354,0.0005,460.62371208548427,0.0005,906.0114449415984
3361,0.0005,462.4507603733322,0.0005,906.1850990702063
3368,0.0005,454.04248419917195,0.000625,725.2005426973301
3375,0.0005,453.83342980249273,0.0005,906.2785942988152
3382,0.0005,457.5513458040235,0.0005,906.3153394358804
3389,0.0005,457.5636135974766,0.0005,906.4185147794143
3396,0.0005,454.4458711876008,0.0005,906.2529370355462
3403,0.0005,455.79798913493255,0.0005,906.2246525023967
3410,0.0005,460.4256066433116,0.0005,906.2290956976011
3417,0.0005,459.2708298640021,0.0005,906.2501823461482
3424,0.0005,454.401870022773,0.0005,906.1784494105619
3431,0.0005,454.77208769006154,0.0005,906.1754073610879
3438,0.0005,450.6672991526486,0.0005,906.2382661606856
3445,0.0005,456.4909313622779,0.0005,906.215756876999
3452,0.0005,451.6755938381957,0.0005,906.1353629891751
3459,0.0005,457.2569675945382,0.0005,906.0361981578726
3466,0.0005,451.40725714411076,0.0005,905.9403147680466
3473,0.0005,461.14068502352137,0.0005,906.1356484826895
3480,0.0005,452.91746954930505,0.0005,906.2865070707768
3487,0.0005,457.8751925032387,0.0005,906.2412854613792
3494,0.0005,454.95468819297054,0.000625,725.2390825071626
3502,0.0005,458.9195530221947,0.0005,906.282477447327
3509,0.0005,454.41394588892973,0.0005,906.329602196682
3516,0.0005,452.59728437631077,0.0005,906.1946999917529
3523,0.0005,461.18353554528545,0.0005,906.2580880182336
3530,0.0005,464.2868777814155,0.0005,906.4066682027646
3537,0.0005,461.7750613861423,0.0005,906.3400069910159
3544,0.0005,459.64218430520424,0.0005,906.3221136033844
3551,0.0005,460.5215278854217,0.0005,906.3731544789523
3558,0.0005,462.39234527312067,0.0005,906.5004111398556
3565,0.0005,463.2234585493093,0.0005,906.5803378969807
3572,0.0005,466.9743562591369,0.0005,906.4806644547004
3579,0.0005,458.8711560051082,0.0005,906.4593966277064
3586,0.0005,459.7035882209565,0.000625,725.2719230747891
3593,0.0005,454.0671995672284,0.0005,906.3084064722607
3600,0.0005,458.52148982128284,0.0005,906.275272225403
3607,0.0005,458.57071710656345,0.0005,906.2325412294497
3614,0.0005,456.6316483734359,0.0005,906.1464479737002
3621,0.0005,457.05595589241796,0.0005,906.1550670770765
3628,0.0005,456.02650254467966,0.0005,906.1907196005002
3635,0.0005,455.9612945065818,0.0005,906.2819123549262
3642,0.0005,457.4618876576106,0.0005,906.2007080909212
3649,0.0005,459.19678442715775,0.0005,906.1189361464529
3656,0.0005,458.40459433383603,0.0005,905.9549502784008
3663,0.0005,456.1782097804978,0.0005,905.8520622835998
3670,0.0005,455.3714447810928,0.0005,905.9054320467521
3677,0.0005,456.1923401173904,0.0005,905.8557094247658
3684,0.0005,455.6412563419269,0.0005,905.9375254173326
3691,0.0005,457.9637724692596,0.0005,905.942318429051
3698,0.0005,455.07637504489855,0.0005,906.0086974450186
3705,0.0005,457.0725177172615,0.0005,906.0229643636076
3712,0.0005,452.3154398172704,0.0005,905.9561562973365
3719,0.0005,457.7861353733668,0.0005,905.7704679203847
3726,0.0005,461.50778973890834,0.0005,905.8937541379744
3733,0.0005,454.4528638669273,0.0005,905.7932446820402
3740,0.0005,452.95196010085544,0.0005,905.7920933853449
3747,0.0005,459.5348138373902,0.0005,905.6921879362313
3754,0.0005,454.04282338157407,0.0005,905.71122818064
3761,0.0005,457.2996124342693,0.0005,905.6839619285072
3768,0.0005,457.54615648562856,0.0005,905.665065171902
3775,0.0005,457.68548559353866,0.0005,905.5751453870231
3782,0.0005,457.69234235205647,0.0005,905.5128230035058
3789,0.0005,461.8327171628241,0.0005,905.499194659888
3796,0.0005,456.70092379476887,0.0005,905.4587693741232
3803,0.0005,458.32809347337525,0.0005,905.4210739110449
3810,0.0005,457.5247125312706,0.0005,905.3489271137006
3817,0.0005,459.9010272345152,0.0005,905.5539044366561
3824,0.0005,457.3888936313028,0.0005,905.515158386167
3831,0.0005,459.7918375653957,0.0005,905.5884678435472
3838,0.0005,459.5149822230614,0.0005,905.7381159160251
3845,0.0005,457.5894719372873,0.0005,905.7035049563698
3852,0.0005,458.0515893814288,0.0005,905.6874381806022
3859,0.0005,463.2806101814548,0.0005,905.7460864324862
3866,0.0005,462.47802715822974,0.0005,905.7682671415589
3873,0.0005,458.32438651887543,0.0005,905.8733101181907
3880,0.0005,459.98189243357405,0.0005,905.9336660840638
3887,0.0005,457.5583847764787,0.0005,905.8737181472943
3894,0.0005,460.61341211250664,0.0005,905.9023141579166
3901,0.0005,457.7849279819394,0.0005,905.8792833351923
3908,0.0005,462.1951665788389,0.0005,905.8408749453323
3915,0.0005,453.90741627004087,0.0005,906.0598072139398
3922,0.0005,462.16924648726643,0.0005,906.1483182942845
3929,0.0005,456.49074132402126,0.0005,906.1764845221816
